epoch,G_GAN,G_L1,D_real,D_fake
1,27.77129054069519,1094.5713500976562,25.275932908058167,25.711600482463837
2,35.285005033016205,950.7236843109131,20.807924568653107,19.43091756105423
3,53.37526276707649,969.733320236206,16.036454305052757,14.094140693545341
4,50.9150105714798,952.3837718963623,14.053953424096107,13.730346225202084
5,63.77544790506363,955.4469261169434,11.785702221095562,11.304566524922848
6,69.39123249053955,958.1825695037842,9.753372579813004,9.467000218108296
7,65.50162917375565,956.5557861328125,10.686601307243109,9.68493864312768
8,63.47149747610092,953.0688915252686,11.527529185637832,10.373580381274223
9,70.48865455389023,953.5150146484375,10.00027658417821,9.793358409777284
10,65.16196143627167,941.3338565826416,11.028240506537259,10.740453448146582
11,63.644993990659714,942.2466640472412,12.272343941032887,10.21727267280221
12,67.9582228064537,946.0324001312256,12.93063559755683,10.878182066604495
13,61.420311734080315,932.1659774780273,12.864629968069494,11.182410307228565
14,63.697325706481934,925.6591930389404,12.243695586919785,10.80850064009428
15,63.73987251520157,928.3420810699463,11.356879274360836,10.842647396028042
16,65.43744227290154,916.033727645874,12.346997221000493,11.39236843585968
17,62.54347822070122,920.1418762207031,13.65047336742282,11.544670149683952
18,61.94402462244034,915.2094421386719,14.840849496424198,12.230024263262749
19,56.85328459739685,905.47239112854,14.033744195476174,11.387782372534275
20,62.36480247974396,883.713207244873,13.362457274459302,13.522382076829672
21,55.43227317929268,902.8604755401611,15.789352182298899,13.402376040816307
22,55.04358223080635,894.2938194274902,14.717141184955835,13.620841406285763
23,53.44983321428299,878.3466930389404,16.151616914197803,12.545533679425716
24,58.449522256851196,880.9432907104492,14.54204710200429,14.272031035274267
25,53.53474786877632,895.0221557617188,16.885892951861024,14.630395866930485
26,50.01588073372841,879.9718017578125,16.759681548923254,13.659261599183083
27,52.752195090055466,882.0139007568359,15.93035500869155,14.379408337175846
28,51.99259413778782,872.3639678955078,15.309083577245474,14.933253563940525
29,50.148964792490005,875.9533863067627,17.102385317906737,14.113147608935833
30,50.74712800979614,872.8795356750488,16.453573867678642,15.378010362386703
31,50.341061890125275,864.7789974212646,15.101125862449408,14.706413753330708
32,50.453681230545044,853.644157409668,16.492292761802673,15.815021242946386
33,49.06088012456894,851.4738159179688,16.440131347626448,14.196601033210754
34,50.83168452978134,854.6088390350342,16.56974896788597,15.106376230716705
35,49.31626132130623,844.5284652709961,15.970021679997444,14.713611871004105
36,49.24012616276741,848.9757347106934,16.041187964379787,15.287310741841793
37,50.84476590156555,852.6653137207031,18.26480333507061,16.125160545110703
38,47.89138379693031,844.0712299346924,18.025612385943532,14.26690886169672
39,49.837746381759644,832.6736087799072,15.30830106139183,15.293295934796333
40,49.12809118628502,841.2160530090332,16.709602996706963,15.225416030734777
41,49.02981275320053,841.6019649505615,15.112193755805492,14.864842936396599
42,48.78223219513893,845.4406967163086,17.43263091146946,16.08669601380825
43,48.064371556043625,826.2060794830322,17.152014285326004,14.85684186220169
44,49.80585800111294,828.1729145050049,16.358187993057072,15.34041990339756
45,49.502584517002106,822.6823196411133,16.392554357647896,16.020787835121155
46,50.434570759534836,823.4150199890137,16.990370474755764,15.975888445973396
47,46.745356768369675,831.2226047515869,17.957029348239303,15.299126029014587
48,51.40674188733101,818.9615459442139,16.66241679340601,16.183329537510872
49,45.62464362382889,818.5770893096924,18.102549102157354,15.269605673849583
50,49.496638149023056,816.5294876098633,15.837087363004684,16.48547375947237
51,48.6411697268486,816.782772064209,17.855771329253912,16.386240929365158
52,45.44608944654465,826.5878047943115,16.528466273099184,15.936690032482147
53,47.194769628345966,805.6205291748047,18.46422628313303,15.023626655340195
54,48.702692806720734,817.36181640625,17.25421191751957,16.425554633140564
55,43.36871427297592,807.3486976623535,17.200212381780148,16.363829731941223
56,47.718226820230484,792.4422798156738,17.166657511144876,15.880347523838282
57,46.478333562612534,796.920337677002,16.661498703062534,15.558695696294308
58,46.03945052623749,801.726167678833,17.206769205629826,16.128733091056347
59,46.31068912148476,809.8179225921631,16.633483827114105,15.655891433358192
60,45.450240671634674,790.2191677093506,18.20174954086542,15.265846595168114
61,45.92312842607498,798.525842666626,16.808321714401245,15.833711594343185
62,47.60965460538864,800.4688777923584,17.61609949171543,17.081162311136723
63,46.84541982412338,791.135705947876,17.308831822127104,15.872116506099701
64,43.05545899271965,787.8971767425537,18.022693533450365,16.44918279349804
65,45.279303550720215,781.0060806274414,15.956588864326477,16.03312049806118
66,46.253029108047485,786.4911155700684,18.599401880055666,15.79870181530714
67,45.44901376962662,781.2394161224365,17.75453283637762,15.711436353623867
68,46.08713600039482,785.3354663848877,15.879039403051138,15.769020590931177
69,45.05264864861965,781.5835304260254,18.056099316105247,16.56779073178768
70,47.27772784233093,774.5738639831543,15.708155719563365,15.877567954361439
71,43.76053869724274,781.84423828125,17.255478002130985,15.614710696041584
72,48.12552106380463,784.1418323516846,18.877833848819137,15.700410805642605
73,48.231465846300125,771.1287288665771,15.040676699951291,15.212141901254654
74,46.57118767499924,783.6611442565918,17.074927680194378,15.45113369077444
75,45.920466393232346,771.7431964874268,15.956442929804325,15.784328706562519
76,47.62585932016373,768.4327278137207,17.336343958973885,16.464643381536007
77,46.18698626756668,764.3260478973389,18.94256256148219,16.353224858641624
78,49.89248725771904,766.7638568878174,17.01090880855918,16.34981408715248
79,42.89496600627899,768.231517791748,16.61937638372183,15.22360410541296
80,47.129312962293625,754.7911014556885,16.605930376797915,15.951910212635994
81,47.67571799457073,762.0136394500732,16.583453200757504,16.748918890953064
82,44.336664378643036,767.3283443450928,16.902156988158822,15.539107546210289
83,46.17794889211655,752.3638000488281,16.936515763401985,16.404497161507607
84,46.60022833943367,760.8520812988281,16.07990985363722,14.706719890236855
85,44.28540652990341,766.5232734680176,17.582366906106472,15.971618920564651
86,49.842551589012146,758.5771770477295,16.89429659023881,16.514866456389427
87,46.09127980470657,753.4364852905273,17.207074210047722,14.978541910648346
88,47.3060405254364,746.627031326294,17.234931990504265,16.012042373418808
89,48.71479320526123,748.8996734619141,15.382026694715023,15.818795427680016
90,48.26006716489792,754.5812377929688,17.05148958414793,16.290518775582314
91,45.64403820037842,754.2814617156982,16.682987309992313,14.96657332777977
92,45.813057005405426,743.6235866546631,16.10650685802102,15.580868527293205
93,45.84480023384094,749.3934745788574,16.454482704401016,14.757884815335274
94,46.63042664527893,741.1623630523682,17.553863553330302,15.165940053761005
95,48.0542923361063,741.2191276550293,15.986040262505412,17.411839373409748
96,46.37350982427597,735.6369190216064,16.50294789671898,14.378849618136883
97,47.893955647945404,735.5537586212158,18.393131967633963,15.824580699205399
98,47.65510055422783,730.5094127655029,17.11058147251606,16.111565731465816
99,46.585269913077354,728.8069686889648,16.729450054466724,15.313693717122078
100,46.9519464969635,730.955005645752,15.376312173902988,15.124612629413605
